CREATIONDATE,OBJECTDESC,TITLE,CLOSEDDATETIME,CASECLOSUREREASONDESCRIPTION,IS_CATEGORY_CORRECT,CATEGORY_ANSWER,IS_SUBCATEGORY_CORRECT,SUBCATEGORY_ANSWER,RESPONSE
2020-08-06 00:00:00,"2405 W GREENFIELD AV, MILWAUKEE, WISCONSIN, 53204-1924",Garbage Cart: Missing,,caller states property is a duplex and is  missing 1 g cart. and 1 g cart is missing wheels,False,False,False,False,
2020-09-18 00:00:00,"2441 S 14TH ST, MILWAUKEE, WISCONSIN, 53215-3128",Garbage Cart: Missing,,"2nd request, called 3/13 (Rec 4412241, R-date 4-6 noted 2 G-carts & 2 R-carts) Not so. Duplex, only 1 g-cart now, needs 2nd still. If other carts near here, those are neighbor's not from here. Please call if issue.",False,False,False,False,
2020-05-22 00:00:00,"1804 N 48TH ST, MILWAUKEE, WISCONSIN, 53208-1713",Garbage Cart: Missing,,"This house has 3 units, we have 3 garbage cans and 3 recycling. I set all 3 out Wednesday night to be picked up Thursday 5/22. Shortly after I heard the garbage truck come through, I went outside and there were only 2. I checked with neighbors to see if they accidentally took one but no one had.",False,False,False,False,
2020-06-23 00:00:00,"3702 W MT VERNON AV, MILWAUKEE, WISCONSIN, 53208-3719",Garbage Cart: Missing,,"Garbage cart was stolen or missing on June 16th. 
We call (414-286-2489) on June 16th and June 19th to request a new cart. We were told we would receive a new cart in 5 business days. It is now June 23rd and we did not receive a replacement. Rodents are destroying and creating a mess of our garbage with each passing day they are not in a proper garbage cart. WE NEED A NEW GARBAGE CART PLEASE!",False,False,False,False,
2020-07-31 00:00:00,"4609 N 70TH ST, MILWAUKEE, WISCONSIN, 53218-4848",Garbage Cart: Missing,,"I pay for 2 garbage cans - one for my home, one as an extra for the in-home assisted living behind me. The second trash bin is missing. (Iâ€™m happy to pay for them to use it as it reduces the wild animals rummaging in the alley that otherwise happens when they overfill their single bin.)",False,False,False,False,
2020-06-30 00:00:00,"2523 W GARFIELD AV, MILWAUKEE, WISCONSIN, 53205-1041",Garbage Cart: Missing,,"3 units - Rear cottage. Caller states should be 3 G-carts on site, only 2. Thank you",False,False,False,False,
2020-06-01 00:00:00,"2861 N 54TH ST, MILWAUKEE, WISCONSIN, 53210-1630",Garbage Cart: Missing,,Garbage Cart went missing this weekend.  Not sure if someone moved it to another property or if they stole it.  I did look up and down the alley but I did not find my garbage cart.  I am requesting (1) garbage cart to replace the garbage cart that went missing.   I only need & want to be charged for (1) garbage cart at this address.,False,False,False,False,
2020-09-16 00:00:00,"5729 N 78TH ST, MILWAUKEE, WISCONSIN, 53218-2149",Garbage Cart: Missing,,"Single family - Caller states they are paying for an additional G-cart. Only 1 on site, should be 2. Please replace and write address on G-cart.Thank you",False,False,False,False,
2020-05-18 00:00:00,"924 W BURNHAM ST, MILWAUKEE, WISCONSIN, 53204-3815",Garbage Cart: Missing,,"2 units: One of the carts is missing, please find or replace and if possible write the address.",False,False,False,False,
2022-01-09 00:00:00,"3354 N BOOTH ST, MILWAUKEE, WISCONSIN, 53212-1646",Garbage Cart: Missing,,1 of 2 garbage carts missing at duplex. Need garbage cart at 3354 N Booth St.,False,False,False,False,
2022-11-06 00:00:00,"2502 S WENTWORTH AV, MILWAUKEE, WI, 53207-1935",Garbage Cart: Missing,,There are three units and we only have two garbage carts. Prior tenant stated garbage cart has been missing for some time. Requesting third cart,False,False,False,False,
2020-09-02 00:00:00,"824 S 18TH ST, MILWAUKEE, WISCONSIN, 53204-1125",Garbage Cart: Missing,,"1 unit: Missing the 2 additional carts that caller is paying for, please replace and mark the carts.",False,False,False,False,
2020-10-21 00:00:00,"2362 N 45TH ST, MILWAUKEE, WISCONSIN, 53210-2910",Garbage Cart: Missing,,caller states property is a duplex and both g carts have been missing for  a couple months,False,False,False,False,
